,전국,전국,전국,전국,01수도권,01수도권,01수도권,01수도권,02충청권,02충청권,02충청권,02충청권,03호남권,03호남권,03호남권,03호남권,04경북권,04경북권,04경북권,04경북권,05경남권,05경남권,05경남권,05경남권,06강원,06강원,06강원,06강원,07제주,07제주,07제주,07제주,비수도권,비수도권,비수도권,비수도권
접종일,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차
2022-06-07,369,998,3669,15585,186,503,1817,6787,39,107,404,1876,36,99,395,2375,35,95,341,1384,55,148,546,2389,11,29,116,575,4,13,47,196,182,494,1851,8798
2022-06-08,394,1563,3103,17828,198,787,1537,7764,42,168,341,2146,39,156,334,2717,37,149,289,1583,58,233,461,2732,11,46,98,658,5,20,40,224,195,775,1565,10064
2022-06-09,395,1300,2963,14369,199,655,1468,6257,42,140,326,1730,39,130,319,2190,37,124,276,1276,58,193,441,2202,11,38,93,530,5,17,38,181,195,644,1494,8112
2022-06-10,765,4518,4696,26688,385,2277,2326,11623,82,488,517,3213,76,452,505,4068,73,431,437,2370,114,674,699,4091,22,135,148,985,10,59,61,336,379,2240,2369,15066
2022-06-11,316,1644,1578,5572,159,828,781,2426,34,177,173,670,31,164,169,849,30,157,147,495,47,245,234,854,9,49,49,205,4,21,20,70,156,815,796,3145
2022-06-12,4,17,28,92,2,8,13,40,0,1,3,11,0,1,3,14,0,1,2,8,0,2,4,14,0,0,0,3,0,0,0,1,1,8,14,51
2022-06-13,322,874,2650,10972,162,440,1312,4778,34,94,291,1321,32,87,285,1672,30,83,246,974,48,130,394,1681,9,26,83,405,4,11,34,138,159,433,1337,6194
2022-06-14,306,668,2003,12640,154,336,992,5504,33,72,220,1522,30,66,215,1926,29,63,186,1122,45,99,298,1937,9,20,63,466,4,8,26,159,151,331,1010,7136
2022-06-15,301,872,2263,12431,151,439,1121,5413,32,94,249,1496,30,87,243,1895,28,83,210,1104,44,130,336,1905,9,26,71,459,3,11,29,156,149,432,1141,7018
2022-06-16,355,897,2243,10318,178,452,1111,4493,38,96,247,1242,35,89,241,1572,33,85,208,916,52,133,333,1581,10,26,70,381,4,11,29,130,176,444,1131,5825
2022-06-17,593,3077,3429,18146,298,1551,1698,7902,64,332,377,2185,59,307,369,2766,56,293,319,1612,88,459,510,2781,17,92,108,670,7,40,44,229,294,1525,1730,10244
2022-06-18,243,1205,1222,3911,122,607,605,1703,26,130,134,470,24,120,131,596,23,115,113,347,36,179,181,599,7,36,38,144,3,15,15,49,120,597,616,2207
2022-06-19,1,11,15,51,0,5,7,22,0,1,1,6,0,1,1,7,0,1,1,4,0,1,2,7,0,0,0,1,0,0,0,0,0,5,7,28
2022-06-20,248,629,2136,8040,125,317,1058,3501,26,67,235,968,24,62,230,1225,23,60,199,714,37,93,317,1232,7,18,67,297,3,8,27,101,122,311,1077,4539
2022-06-21,254,604,1791,10019,128,304,887,4363,27,65,197,1206,25,60,192,1527,24,57,166,890,37,90,266,1535,7,18,56,370,3,7,23,126,125,299,903,5656
2022-06-22,300,639,1766,9834,151,322,874,4282,32,69,194,1184,30,63,190,1499,28,61,164,873,44,95,262,1507,8,19,55,363,3,8,23,124,148,316,891,5551
2022-06-23,287,780,1940,9650,144,393,961,4202,31,84,213,1162,28,78,208,1471,27,74,180,857,42,116,288,1479,8,23,61,356,3,10,25,121,142,386,978,5448
2022-06-24,593,2396,3091,18320,298,1207,1531,7978,64,258,340,2206,59,239,332,2792,56,228,287,1627,88,357,460,2808,17,71,97,676,7,31,40,231,294,1188,1559,10342
2022-06-25,260,1104,1053,3955,131,556,521,1722,28,119,115,476,26,110,113,602,24,105,98,351,38,164,156,606,7,33,33,146,3,14,13,49,128,547,531,2232
2022-06-26,3,11,34,60,1,5,16,26,0,1,3,7,0,1,3,9,0,1,3,5,0,1,5,9,0,0,1,2,0,0,0,0,1,5,17,33
2022-06-27,259,524,2102,8325,130,264,1041,3625,27,56,231,1002,25,52,226,1269,24,50,195,739,38,78,312,1276,7,15,66,307,3,6,27,105,128,259,1060,4699
2022-06-28,233,544,1924,10143,117,274,953,4417,25,58,211,1221,23,54,207,1546,22,51,179,901,34,81,286,1554,6,16,60,374,3,7,25,128,115,269,970,5726
2022-06-29,324,663,1749,10062,163,334,866,4382,34,71,192,1211,32,66,188,1533,30,63,162,893,48,98,260,1542,9,19,55,371,4,8,22,126,160,328,882,5680
2022-06-30,283,388,1824,9987,142,195,903,4349,30,41,200,1202,28,38,196,1522,27,37,169,887,42,57,271,1530,8,11,57,368,3,5,23,126,140,192,920,5638
2022-07-01,523,1616,2902,15853,263,814,1437,6904,56,174,319,1909,52,161,312,2416,50,154,270,1408,78,241,431,2430,15,48,91,585,6,21,37,200,259,801,1464,8949
2022-07-02,273,725,1097,3774,137,365,543,1643,29,78,120,454,27,72,118,575,26,69,102,335,40,108,163,578,8,21,34,139,3,9,14,47,135,359,553,2130
2022-07-03,4,10,18,48,2,5,8,20,0,1,1,5,0,1,1,7,0,0,1,4,0,1,2,7,0,0,0,1,0,0,0,0,1,4,9,27
2022-07-04,291,481,2069,8371,146,242,1025,3645,31,51,227,1008,29,48,222,1276,27,45,192,743,43,71,307,1283,8,14,65,309,3,6,26,105,144,238,1043,4725
2022-07-05,223,443,1710,11169,112,223,847,4864,24,47,188,1344,22,44,184,1702,21,42,159,992,33,66,254,1712,6,13,54,412,2,5,22,140,110,219,862,6305
2022-07-06,300,560,1984,12810,151,282,982,5578,32,60,218,1542,30,56,213,1952,28,53,184,1138,44,83,295,1963,8,16,62,473,3,7,25,161,148,277,1001,7232
2022-07-07,319,591,2226,13587,160,297,1102,5917,34,63,245,1636,31,59,239,2071,30,56,207,1207,47,88,331,2082,9,17,70,501,4,7,29,171,158,293,1123,7670
2022-07-08,696,1409,3985,30043,350,710,1974,13084,75,152,438,3617,69,141,429,4579,66,134,371,2668,103,210,593,4605,20,42,126,1109,9,18,51,379,345,698,2010,16961
2022-07-09,298,703,1504,6922,150,354,745,3014,32,75,165,833,29,70,162,1055,28,67,140,614,44,104,223,1061,8,21,47,255,3,9,19,87,147,348,758,3907
2022-07-10,7,8,29,104,3,4,14,45,0,0,3,12,0,0,3,15,0,0,2,9,1,1,4,15,0,0,0,3,0,0,0,1,3,3,14,58
2022-07-11,357,494,2803,15422,179,249,1388,6716,38,53,308,1857,35,49,301,2350,34,47,261,1370,53,73,417,2364,10,14,88,569,4,6,36,194,177,244,1414,8706
2022-07-12,302,381,2426,20598,152,192,1201,8970,32,41,267,2480,30,38,261,3140,28,36,226,1829,45,56,361,3157,9,11,76,760,3,4,31,259,149,188,1224,11628
2022-07-13,329,456,2852,24266,165,229,1413,10568,35,49,314,2922,32,45,307,3699,31,43,265,2155,49,68,424,3719,9,13,90,896,4,5,37,306,163,226,1438,13699
2022-07-14,389,517,3221,26974,196,260,1595,11747,42,55,354,3248,38,51,346,4111,37,49,300,2396,58,77,479,4134,11,15,101,996,5,6,41,340,192,256,1625,15228
2022-07-15,800,1227,5422,59406,403,618,2686,25872,86,132,597,7153,80,122,584,9055,76,117,505,5277,119,183,807,9106,23,36,171,2194,10,16,70,749,396,608,2735,33538
2022-07-16,381,557,1932,14787,192,280,957,6439,41,60,212,1780,38,55,208,2254,36,53,180,1313,56,83,287,2266,11,16,61,546,4,7,25,186,188,276,974,8348
2022-07-17,6,5,38,206,3,2,18,89,0,0,4,24,0,0,4,31,0,0,3,18,0,0,5,31,0,0,1,7,0,0,0,2,2,2,19,116
2022-07-18,453,467,4330,61850,228,235,2145,26936,48,50,476,7448,45,46,466,9428,43,44,403,5494,67,69,644,9481,13,13,136,2284,5,6,56,780,224,231,2184,34918
2022-07-19,458,425,4016,73844,230,214,1989,32160,49,45,442,8892,45,42,432,11256,43,40,374,6560,68,63,597,11319,13,12,127,2728,5,5,52,931,227,210,2026,41689
2022-07-20,594,572,4484,81591,299,288,2221,35534,64,61,493,9825,59,57,483,12437,56,54,417,7248,88,85,667,12507,17,17,141,3014,7,7,58,1029,294,283,2262,46063
2022-07-21,616,587,4922,81514,310,295,2438,35500,66,63,542,9816,61,58,530,12426,58,56,458,7241,91,87,732,12495,18,17,155,3011,8,7,64,1028,305,291,2483,46019
2022-07-22,1330,1314,8951,166366,670,662,4434,72455,143,141,985,20034,133,131,964,25361,127,125,833,14779,198,196,1332,25502,39,39,283,6146,17,17,116,2099,659,651,4516,93923
2022-07-23,613,576,3012,44468,309,290,1492,19366,66,62,331,5354,61,57,324,6778,58,55,280,3950,91,85,448,6816,18,17,95,1642,8,7,39,561,303,285,1519,25104
2022-07-24,9,7,71,769,4,3,35,334,0,0,7,92,0,0,7,117,0,0,6,68,1,1,10,117,0,0,2,28,0,0,0,9,4,3,35,434
2022-07-25,599,520,4781,72449,301,262,2368,31552,64,56,526,8724,59,52,515,11044,57,49,445,6436,89,77,711,11106,17,15,151,2676,7,6,62,914,297,257,2412,40901
2022-07-26,463,500,3950,69858,233,252,1957,30424,50,54,435,8412,46,50,425,10649,44,47,368,6206,69,74,587,10708,13,14,124,2580,6,6,51,881,229,247,1992,39439
2022-07-27,537,406,3804,64488,270,204,1884,28085,58,43,418,7765,53,40,409,9830,51,38,354,5728,80,60,566,9885,16,12,120,2382,7,5,49,813,266,201,1919,36407
2022-07-28,522,476,3681,56571,263,239,1823,24637,56,51,405,6812,52,47,396,8623,49,45,342,5025,77,71,547,8672,15,14,116,2089,6,6,47,713,258,236,1857,31937
2022-07-29,887,959,5548,101626,447,483,2748,44259,95,103,611,12238,88,95,597,15492,84,91,516,9028,132,143,825,15578,26,28,175,3754,11,12,72,1282,439,475,2799,57374
2022-07-30,301,365,1878,27015,151,183,930,11765,32,39,206,3253,30,36,202,4118,28,34,174,2399,44,54,279,4141,9,10,59,998,3,4,24,340,149,181,947,15251
2022-08-01,494,419,3891,98349,289,251,2188,50761,58,42,348,10875,48,25,358,11009,26,31,330,8550,57,51,540,13699,7,11,97,2536,9,8,30,919,205,168,1703,47588
