,전국,전국,전국,전국,01수도권,01수도권,01수도권,01수도권,02충청권,02충청권,02충청권,02충청권,03호남권,03호남권,03호남권,03호남권,04경북권,04경북권,04경북권,04경북권,05경남권,05경남권,05경남권,05경남권,06강원,06강원,06강원,06강원,07제주,07제주,07제주,07제주,비수도권,비수도권,비수도권,비수도권
접종일,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차,1차,2차,3차,4차
2021-08-27,603772,551875,50,0,304353,278204,24,0,65216,59622,5,0,60377,55239,5,0,57730,52705,4,0,90121,82343,7,0,18067,16536,1,0,7904,7224,0,0,299418,273670,25,0
2021-08-28,277097,256540,34,0,139681,129323,16,0,29930,27715,3,0,27709,25678,3,0,26495,24500,3,0,41360,38277,5,0,8292,7686,1,0,3627,3358,0,0,137415,127216,17,0
2021-08-29,16663,16499,33,0,8399,8317,16,0,1799,1782,3,0,1666,1651,3,0,1593,1575,3,0,2487,2461,4,0,498,494,1,0,218,215,0,0,8263,8181,16,0
2021-08-30,390472,600625,60,0,196831,302779,29,0,42176,64889,6,0,39047,60118,6,0,37335,57360,5,0,58283,89617,8,0,11684,17997,1,0,5111,7862,0,0,193640,297845,30,0
2021-08-31,248537,531195,65,0,125284,267779,32,0,26845,57388,7,0,24853,53169,7,0,23764,50730,6,0,37097,79257,9,0,7437,15916,2,0,3253,6953,0,0,123252,263415,32,0
2021-09-01,179297,535871,77,1,90381,270136,38,0,19366,57893,8,0,17929,53637,8,0,17143,51176,7,0,26762,79955,11,0,5365,16056,2,0,2347,7015,1,0,88915,265734,38,0
2021-09-02,186990,500889,94,1,94259,252501,46,0,20197,54113,10,0,18699,50135,10,0,17879,47835,8,0,27910,74735,13,0,5595,15008,2,0,2447,6557,1,0,92730,248387,47,0
2021-09-03,234262,700204,50,0,118088,352977,24,0,25303,75647,5,0,23426,70086,5,0,22399,66870,4,0,34966,104474,7,0,7010,20980,1,0,3066,9166,0,0,116173,347226,25,0
2021-09-04,119359,261585,27,0,60167,131866,13,0,12892,28260,2,0,11935,26183,2,0,11412,24981,2,0,17815,39030,4,0,3571,7838,0,0,1562,3424,0,0,59191,129718,13,0
2021-09-05,8978,8824,16,0,4525,4448,7,0,969,953,1,0,897,883,1,0,858,842,1,0,1340,1316,2,0,268,264,0,0,117,115,0,0,4452,4375,8,0
2021-09-06,744485,635655,50,0,375285,320438,24,0,80415,68673,5,0,74448,63625,5,0,71185,60706,4,0,111124,94843,7,0,22278,19046,1,0,9746,8321,0,0,369199,315216,25,0
2021-09-07,575372,422317,68,0,290037,212893,33,0,62148,45625,7,0,57537,42271,7,0,55015,40332,6,0,85882,63012,10,0,17218,12654,2,0,7532,5528,0,0,285334,209423,34,0
2021-09-08,386708,308221,62,0,194934,155376,30,0,41770,33298,6,0,38671,30851,6,0,36975,29435,5,0,57721,45988,9,0,11572,9235,1,0,5062,4034,0,0,191773,152844,31,0
2021-09-09,440743,293181,57,0,222172,147794,28,0,47606,31674,6,0,44074,29345,6,0,42142,27999,5,0,65786,43744,8,0,13189,8784,1,0,5770,3838,0,0,218570,145386,28,0
2021-09-10,653655,418952,74,0,329499,211196,36,0,70604,45261,8,0,65365,41934,7,0,62500,40010,6,0,97567,62510,11,0,19560,12553,2,0,8557,5484,0,0,324155,207755,37,0
2021-09-11,329131,213254,41,0,165910,107502,20,0,35551,23039,4,0,32913,21345,4,0,31470,20366,3,0,49127,31818,6,0,9849,6389,1,0,4308,2791,0,0,163220,105751,20,0
2021-09-12,22408,26170,20,0,11295,13192,9,0,2420,2827,2,0,2240,2619,2,0,2142,2499,1,0,3344,3904,2,0,670,784,0,0,293,342,0,0,11112,12977,10,0
2021-09-13,828544,423992,60,0,417658,213737,29,0,89495,45806,6,0,82854,42438,6,0,79222,40492,5,0,123671,63262,8,0,24794,12704,1,0,10846,5550,0,0,410885,210254,30,0
2021-09-14,602730,225658,79,2,303828,113755,39,0,65103,24379,8,0,60273,22586,8,0,57631,21550,7,0,89965,33669,11,0,18036,6761,2,0,7890,2954,1,0,298901,111902,39,1
2021-09-15,376960,441050,72,0,190020,222336,35,0,40717,47649,7,0,37696,44146,7,0,36043,42121,6,0,56266,65807,10,0,11280,13215,2,0,4935,5773,0,0,186939,218713,36,0
2021-09-16,431267,314816,57,0,217396,158701,28,0,46583,34011,6,0,43126,31511,6,0,41236,30065,5,0,64372,46972,8,0,12905,9433,1,0,5645,4121,0,0,213870,156115,28,0
2021-09-17,661582,446117,60,0,333494,224890,29,0,71460,48196,6,0,66158,44653,6,0,63258,42605,5,0,98750,66563,8,0,19797,13367,1,0,8661,5840,0,0,328087,221226,30,0
2021-09-18,392995,191199,41,0,198103,96384,20,0,42449,20656,4,0,39299,19137,4,0,37576,18259,3,0,58659,28528,6,0,11760,5729,1,0,5144,2502,0,0,194891,94814,20,0
2021-09-19,21652,26448,23,0,10914,13332,11,0,2338,2857,2,0,2165,2647,2,0,2070,2525,2,0,3231,3946,3,0,647,792,0,0,283,346,0,0,10737,13115,11,0
2021-09-20,30385,14735,46,0,15316,7428,22,0,3282,1591,5,0,3038,1474,4,0,2905,1407,4,0,4535,2198,6,0,909,441,1,0,397,192,0,0,15068,7306,23,0
2021-09-21,6980,5061,45,0,3518,2551,22,0,753,546,4,0,698,506,4,0,667,483,4,0,1041,755,6,0,208,151,1,0,91,66,0,0,3461,2509,22,0
2021-09-22,28063,16840,62,0,14146,8489,30,0,3031,1819,6,0,2806,1685,6,0,2683,1608,5,0,4188,2512,9,0,839,504,1,0,367,220,0,0,13916,8350,31,0
2021-09-23,562383,377986,69,1,283490,190545,34,0,60745,40836,7,0,56238,37834,7,0,53773,36098,6,0,83943,56397,10,0,16829,11325,2,0,7362,4948,0,0,278893,187440,34,0
2021-09-24,617731,416363,66,0,311390,209891,32,0,66724,44982,7,0,61773,41675,7,0,59065,39763,6,0,92204,62124,9,0,18485,12475,2,0,8087,5450,0,0,306340,206471,33,0
2021-09-25,313727,216507,54,1,158145,109142,26,0,33887,23390,5,0,31372,21671,5,0,29997,20676,5,0,46828,32304,8,0,9388,6487,1,0,4107,2834,0,0,155581,107364,27,0
2021-09-26,26729,24440,40,0,13473,12320,19,0,2887,2640,4,0,2672,2446,4,0,2555,2334,3,0,3989,3646,5,0,799,732,1,0,349,319,0,0,13255,12119,20,0
2021-09-27,417844,713181,107,0,210629,359519,53,0,45133,77049,11,0,41784,71384,11,0,39952,68110,9,0,62368,106411,15,0,12504,21369,3,0,5470,9336,1,0,207214,353661,53,0
2021-09-28,258057,691647,95,1,130083,348664,47,0,27874,74722,10,0,25805,69229,10,0,24674,66053,8,0,38518,103198,14,0,7722,20724,3,0,3378,9054,1,0,127973,342982,47,0
2021-09-29,232204,527847,132,1,117051,266091,65,0,25081,57026,14,0,23220,52834,14,0,22202,50410,12,0,34659,78758,19,0,6948,15816,4,0,3039,6910,1,0,115152,261755,66,0
2021-09-30,344875,543367,113,2,173847,273915,55,0,37251,58703,12,0,34487,54387,12,0,32975,51892,10,0,51477,81073,16,0,10320,16281,3,0,4514,7113,1,0,171027,269451,57,1
2021-10-01,237312,862771,156,1,119625,434929,77,0,25633,93210,17,0,23731,86358,16,0,22691,82396,14,0,35422,128730,23,0,7101,25852,4,0,3106,11294,2,0,117686,427842,78,0
2021-10-02,124991,407970,69,0,63006,205660,34,0,13500,44075,7,0,12499,40835,7,0,11951,38961,6,0,18656,60871,10,0,3740,12224,2,0,1636,5340,0,0,61984,202309,34,0
2021-10-03,3606,33789,60,1,1817,17033,29,0,389,3650,6,0,360,3382,6,0,344,3226,5,0,538,5041,8,0,107,1012,1,0,47,442,0,0,1788,16755,30,0
2021-10-04,25884,210866,141,1,13047,106299,69,0,2795,22781,15,0,2588,21106,15,0,2474,20138,13,0,3863,31462,20,0,774,6318,4,0,338,2760,1,0,12836,104566,71,0
2021-10-05,45659,767682,143,0,23016,386994,70,0,4931,82937,15,0,4565,76840,15,0,4365,73315,13,0,6815,114543,21,0,1366,23002,4,0,597,10049,1,0,22642,380688,72,0
2021-10-06,37551,512220,138,0,18928,258213,68,0,4056,55338,15,0,3755,51270,14,0,3590,48918,12,0,5605,76426,20,0,1123,15348,4,0,491,6705,1,0,18622,254006,69,0
2021-10-07,37326,712226,118,1,18815,359038,58,0,4031,76945,12,0,3732,71289,12,0,3568,68018,10,0,5571,106268,17,0,1116,21341,3,0,488,9323,1,0,18510,353187,59,0
2021-10-08,45611,1100626,119,1,22991,554833,58,0,4926,118907,13,0,4561,110165,12,0,4361,105111,11,0,6808,164220,17,0,1364,32979,3,0,597,14408,1,0,22619,545792,60,0
2021-10-09,11162,104633,111,1,5626,52746,54,0,1205,11304,12,0,1116,10473,11,0,1067,9992,10,0,1666,15611,16,0,334,3135,3,0,146,1369,1,0,5535,51886,56,0
2021-10-10,2901,18544,69,0,1462,9348,34,0,313,2003,7,0,290,1856,7,0,277,1770,6,0,433,2766,10,0,86,555,2,0,37,242,0,0,1438,9195,34,0
2021-10-11,93943,166956,121,0,47355,84163,59,0,10147,18037,13,0,9394,16711,13,0,8982,15944,11,0,14022,24910,18,0,2811,5002,3,0,1229,2185,1,0,46587,82792,61,0
2021-10-12,107055,602230,878,0,53965,303588,435,0,11563,65062,96,0,10705,60279,94,0,10236,57514,81,0,15979,89856,130,0,3203,18045,27,0,1401,7883,11,0,53089,298641,442,0
2021-10-13,58040,412625,1519,0,29257,208007,752,0,6269,44578,167,0,5804,41301,163,0,5549,39406,141,0,8663,61566,226,0,1736,12363,48,0,759,5401,19,0,28782,204617,766,0
2021-10-14,55394,458890,1884,1,27923,231329,933,0,5983,49576,207,0,5539,45932,202,0,5296,43824,175,0,8268,68469,280,0,1657,13750,59,0,725,6007,24,0,27470,227560,950,0
2021-10-15,89996,722011,2469,0,45365,363970,1223,0,9720,78003,271,0,8999,72268,265,0,8605,68953,230,0,13433,107728,367,0,2693,21634,78,0,1178,9451,32,0,44630,358040,1245,0
2021-10-16,64661,355952,200,0,32594,179437,99,0,6984,38455,22,0,6466,35628,21,0,6182,33994,18,0,9651,53110,29,0,1934,10665,6,0,846,4659,2,0,32066,176514,100,0
2021-10-17,2068,20038,72,0,1042,10101,35,0,223,2164,7,0,206,2005,7,0,197,1913,6,0,308,2989,10,0,61,600,2,0,27,262,0,0,1025,9936,36,0
2021-10-18,72243,631498,1612,0,36416,318342,798,0,7803,68224,177,0,7224,63209,173,0,6907,60309,150,0,10783,94223,239,0,2161,18922,50,0,945,8266,21,0,35826,313155,813,0
2021-10-19,37770,448001,2208,0,19039,225840,1093,0,4079,48400,243,0,3777,44842,237,0,3611,42784,205,0,5637,66844,328,0,1130,13423,69,0,494,5864,28,0,18730,222160,1114,0
2021-10-20,69312,325071,4474,0,34939,163870,2216,0,7486,35119,492,0,6931,32537,481,0,6627,31044,416,0,10345,48502,665,0,2074,9740,141,0,907,4255,58,0,34372,161200,2257,0
2021-10-21,60050,409665,6000,0,30270,206515,2972,0,6486,44258,660,0,6005,41004,646,0,5741,39123,559,0,8963,61124,893,0,1796,12275,189,0,786,5362,78,0,29779,203149,3027,0
2021-10-22,66420,634946,6374,0,33481,320080,3158,0,7174,68596,701,0,6642,63554,686,0,6350,60638,593,0,9914,94737,948,0,1987,19025,201,0,869,8312,83,0,32938,314865,3215,0
2021-10-23,51739,334699,737,1,26080,168724,365,0,5588,36159,81,0,5173,33501,79,0,4947,31964,68,0,7722,49939,109,0,1548,10028,23,0,677,4381,9,0,25658,165974,371,0
2021-10-24,3961,17181,123,0,1996,8661,60,0,427,1856,13,0,396,1719,13,0,378,1640,11,0,591,2563,18,0,118,514,3,0,51,224,1,0,1964,8519,62,0
2021-10-25,78752,434129,9344,0,39697,218847,4629,0,8506,46901,1029,0,7875,43453,1006,0,7530,41460,870,0,11754,64774,1390,0,2356,13008,295,0,1030,5683,121,0,39054,215281,4714,0
2021-10-26,41475,282130,13295,0,20907,142223,6587,0,4479,30480,1464,0,4147,28239,1432,0,3965,26943,1238,0,6190,42095,1979,0,1241,8453,420,0,542,3693,173,0,20567,139906,6707,0
2021-10-27,77975,259443,13645,0,39306,130787,6760,0,8422,28029,1502,0,7797,25968,1469,0,7455,24777,1271,0,11638,38710,2031,0,2333,7773,431,0,1020,3396,177,0,38668,128655,6884,0
2021-10-28,63468,624687,9979,1,31993,314909,4944,0,6855,67488,1098,0,6346,62527,1074,0,6068,59658,929,0,9473,93207,1485,0,1899,18718,315,0,830,8177,130,0,31474,309777,5034,0
2021-10-29,60939,703241,10632,0,30718,354508,5267,0,6582,75975,1170,0,6093,70390,1145,0,5826,67160,990,0,9095,104928,1582,0,1823,21071,336,0,797,9206,138,0,30220,348732,5364,0
2021-10-30,36675,359142,3610,1,18487,181046,1788,0,3961,38800,397,0,3667,35947,388,0,3506,34298,336,0,5474,53586,537,0,1097,10761,114,0,480,4701,47,0,18187,178095,1821,0
2021-10-31,3044,21513,372,0,1534,10844,184,0,328,2324,40,0,304,2153,40,0,291,2054,34,0,454,3209,55,0,91,644,11,0,39,281,4,0,1509,10668,187,0
2021-11-01,83495,119864,34986,0,42088,60424,17333,0,9018,12949,3853,0,8349,11997,3768,0,7983,11447,3259,0,12462,17884,5207,0,2498,3591,1106,0,1093,1569,456,0,41406,59439,17652,0
2021-11-02,42927,88264,57209,1,21638,44494,28344,0,4636,9535,6300,0,4292,8834,6162,0,4104,8429,5330,0,6407,13169,8515,0,1284,2644,1809,0,561,1155,745,0,21288,43769,28864,0
2021-11-03,65364,76748,57983,0,32949,38689,28727,0,7060,8291,6385,0,6536,7681,6246,0,6249,7329,5402,0,9756,11451,8630,0,1956,2299,1834,0,855,1004,755,0,32414,38058,29255,0
2021-11-04,60964,125001,45647,0,30731,63013,22615,0,6585,13504,5027,0,6096,12511,4917,0,5829,11937,4253,0,9099,18650,6794,0,1824,3745,1443,0,798,1636,595,0,30232,61987,23031,0
2021-11-05,71797,163360,59144,0,36191,82350,29303,0,7755,17648,6513,0,7179,16351,6371,0,6865,15601,5510,0,10716,24374,8803,0,2148,4894,1870,0,939,2138,771,0,35605,81009,29841,0
2021-11-06,45660,63355,22575,1,23016,31937,11184,0,4931,6844,2486,0,4566,6341,2431,0,4365,6050,2103,0,6815,9452,3360,0,1366,1898,714,0,597,829,294,0,22643,31417,11390,0
2021-11-07,2255,4553,837,0,1136,2295,414,0,243,491,92,0,225,455,90,0,215,434,77,0,336,679,124,0,67,136,26,0,29,59,10,0,1118,2257,422,0
2021-11-08,117161,164605,185020,1,59059,82978,91668,0,12655,17783,20376,0,11716,16475,19930,0,11202,15720,17238,0,17487,24560,27540,0,3506,4932,5852,0,1533,2154,2411,0,58101,81626,93351,0
2021-11-09,46345,126741,101659,0,23361,63891,50367,0,5005,13692,11195,0,4634,12685,10950,0,4431,12104,9471,0,6917,18910,15132,0,1386,3797,3215,0,606,1659,1325,0,22983,62849,51291,0
2021-11-10,69143,108012,96461,0,34854,54449,47791,0,7468,11669,10623,0,6914,10811,10390,0,6611,10315,8987,0,10320,16116,14358,0,2069,3236,3051,0,905,1413,1257,0,34288,53562,48669,0
2021-11-11,64667,109356,108825,0,32597,55127,53917,0,6985,11814,11984,0,6466,10945,11722,0,6183,10443,10139,0,9652,16316,16199,0,1935,3276,3442,0,846,1431,1418,0,32069,54228,54907,0
2021-11-12,78888,150254,145337,0,39766,75744,72007,0,8521,16232,16005,0,7888,15039,15655,0,7543,14349,13541,0,11775,22418,21633,0,2360,4502,4597,0,1032,1966,1894,0,39121,74509,73329,0
2021-11-13,55612,101562,51144,1,28033,51198,25339,0,6006,10972,5632,0,5561,10165,5509,0,5317,9699,4765,0,8300,15153,7612,0,1664,3043,1617,0,728,1329,666,0,27578,50363,25804,0
2021-11-14,2391,3449,2419,1,1205,1738,1198,0,258,372,266,0,239,345,260,0,228,329,225,0,356,514,360,0,71,103,76,0,31,45,31,0,1185,1710,1220,0
2021-11-15,62690,89291,165576,1,31601,45012,82035,0,6771,9646,18234,0,6269,8937,17836,0,5994,8527,15427,0,9357,13322,24646,0,1876,2675,5237,0,820,1168,2158,0,31088,44278,83541,0
2021-11-16,34161,48122,142271,0,17220,24258,70488,0,3689,5198,15668,0,3416,4816,15325,0,3266,4595,13255,0,5098,7180,21177,0,1022,1441,4500,0,447,629,1854,0,16940,23863,71782,0
2021-11-17,46115,67307,136231,0,23245,33929,67495,0,4981,7271,15003,0,4611,6737,14675,0,4409,6427,12693,0,6883,10042,20278,0,1379,2016,4309,0,603,881,1775,0,22869,33377,68735,0
2021-11-18,45526,61135,131701,1,22949,30818,65251,0,4917,6604,14504,0,4552,6119,14187,0,4353,5838,12271,0,6795,9121,19604,0,1362,1831,4166,0,596,800,1716,0,22576,30316,66449,0
2021-11-19,50179,78316,156551,0,25294,39479,77563,0,5420,8460,17240,0,5017,7838,16863,0,4797,7479,14586,0,7489,11685,23303,0,1501,2346,4952,0,656,1025,2040,0,24884,38836,78987,0
2021-11-20,27203,39286,42657,0,13712,19804,21134,0,2938,4244,4697,0,2720,3932,4595,0,2601,3751,3974,0,4060,5861,6349,0,814,1177,1349,0,356,514,556,0,13490,19481,21522,0
2021-11-21,1466,2326,2256,2,738,1172,1117,0,158,251,248,0,146,232,243,0,140,222,210,0,218,347,335,0,43,69,71,0,19,30,29,0,727,1153,1138,1
2021-11-22,49767,88573,151294,1,25086,44650,74958,0,5375,9569,16661,0,4976,8865,16297,0,4758,8458,14096,0,7428,13215,22520,0,1489,2653,4785,0,651,1159,1972,0,24680,43922,76335,0
2021-11-23,28915,44501,147043,0,14575,22433,72852,0,3123,4807,16193,0,2891,4454,15839,0,2764,4249,13700,0,4315,6639,21887,0,865,1333,4651,0,378,582,1916,0,14339,22067,74190,0
2021-11-24,47356,62086,161621,1,23871,31297,80075,0,5115,6707,17799,0,4735,6214,17410,0,4528,5929,15058,0,7068,9263,24057,0,1417,1860,5112,0,619,812,2106,0,23484,30788,81545,0
2021-11-25,48632,67956,206142,1,24514,34257,102133,0,5252,7341,22702,0,4863,6801,22205,0,4650,6489,19206,0,7258,10139,30685,0,1455,2036,6520,0,636,889,2687,0,24117,33698,104008,0
2021-11-26,56487,88311,298300,0,28474,44518,147793,0,6101,9540,32851,0,5648,8839,32133,0,5401,8433,27793,0,8431,13176,44403,0,1690,2646,9436,0,739,1156,3888,0,28012,43792,150506,0
2021-11-27,32722,46220,72989,0,16494,23299,36162,0,3534,4993,8038,0,3272,4626,7862,0,3128,4414,6800,0,4884,6896,10864,0,979,1384,2308,0,428,605,951,0,16227,22920,36826,0
2021-11-28,1052,2060,2911,0,530,1038,1442,0,113,222,320,0,105,206,313,0,100,196,271,0,157,307,433,0,31,61,92,0,13,26,37,0,521,1021,1468,0
2021-11-29,31403,106835,182192,3,15829,53856,90267,1,3392,11542,20064,0,3140,10693,19626,0,3002,10202,16975,0,4687,15940,27119,0,939,3201,5763,0,411,1398,2375,0,15573,52978,91924,1
2021-11-30,22181,49569,192107,0,11181,24988,95179,0,2395,5355,21156,0,2218,4961,20694,0,2120,4733,17899,0,3310,7396,28595,0,663,1485,6076,0,290,648,2504,0,10999,24580,96927,0
2021-12-01,24229,66385,164266,0,12213,33465,81386,0,2617,7171,18090,0,2422,6644,17695,0,2316,6339,15305,0,3616,9905,24451,0,725,1989,5196,0,317,869,2141,0,12015,32919,82880,0
2021-12-02,23046,61478,184438,0,11617,30991,91380,0,2489,6641,20312,0,2304,6153,19867,0,2203,5871,17184,0,3439,9172,27454,0,689,1842,5834,0,301,804,2404,0,11428,30486,93057,0
2021-12-03,34732,91701,283136,0,17507,46227,140280,0,3751,9906,31181,0,3473,9178,30499,0,3320,8757,26380,0,5184,13682,42145,0,1039,2747,8956,0,454,1200,3691,0,17224,45473,142855,0
2021-12-04,21746,53497,97541,0,10961,26968,48326,0,2348,5779,10742,0,2174,5354,10507,0,2079,5109,9088,0,3245,7982,14519,0,650,1602,3085,0,284,700,1271,0,10784,26528,49214,0
2021-12-05,1793,2111,4058,0,903,1064,2010,0,193,228,446,0,179,211,437,0,171,201,378,0,267,314,604,0,53,63,128,0,23,27,52,0,889,1046,2047,0
2021-12-06,52809,66756,290195,1,26620,33652,143777,0,5704,7212,31959,0,5280,6681,31260,0,5049,6375,27038,0,7882,9960,43196,0,1580,2000,9179,0,691,873,3783,0,26188,33103,146417,0
2021-12-07,38436,42741,296129,0,19375,21546,146717,0,4151,4617,32612,0,3843,4278,31899,0,3675,4081,27591,0,5737,6377,44079,0,1150,1280,9367,0,503,559,3860,0,19060,21194,149411,0
2021-12-08,46498,52409,307245,0,23439,26419,152225,0,5022,5662,33836,0,4649,5245,33096,0,4445,5005,28627,0,6940,7819,45734,0,1391,1570,9719,0,608,686,4005,0,23058,25989,155019,0
2021-12-09,45959,55734,449626,0,23167,28095,222768,0,4964,6021,49517,0,4595,5578,48434,0,4394,5322,41893,0,6860,8315,66928,0,1375,1670,14223,0,601,729,5861,0,22791,27638,226858,0
2021-12-10,52126,76140,774471,0,26276,38382,383713,0,5630,8225,85292,0,5212,7621,83427,0,4984,7271,72160,0,7780,11360,115283,0,1559,2281,24498,0,682,996,10096,0,25849,37757,390758,0
2021-12-11,26306,34879,280750,0,13260,17582,139098,0,2841,3768,30918,0,2630,3491,30242,0,2515,3331,26158,0,3926,5204,41790,0,787,1045,8880,0,344,456,3659,0,13045,17296,141651,0
2021-12-12,2137,1572,8899,0,1077,792,4409,0,230,169,980,0,213,157,958,0,204,150,829,0,318,234,1324,0,63,47,281,0,27,20,116,0,1059,779,4489,0
2021-12-13,77593,63641,789164,0,39113,32081,390993,0,8381,6875,86910,0,7759,6370,85010,0,7419,6077,73529,0,11581,9495,117470,0,2321,1906,24963,0,1015,833,10287,0,38479,31559,398171,0
2021-12-14,55763,44402,809267,0,28109,22383,400953,0,6023,4797,89124,0,5576,4444,87175,0,5331,4240,75402,0,8323,6625,120462,0,1668,1330,25599,0,730,581,10549,0,27653,22018,408314,0
2021-12-15,88556,58463,934394,0,44639,29471,462947,0,9565,6316,102904,0,8855,5851,100654,0,8467,5583,87060,0,13218,8723,139088,0,2650,1751,29557,0,1159,765,12181,0,43916,28991,471447,0
2021-12-16,98791,62451,922103,1,49799,31481,456858,0,10670,6746,101551,0,9879,6250,99330,0,9446,5964,85915,0,14745,9318,137258,0,2956,1871,29168,0,1293,817,12020,0,48991,30969,465245,0
2021-12-17,108366,81049,1192929,0,54625,40857,591039,0,11705,8756,131377,0,10836,8112,128504,0,10361,7740,111149,0,16175,12093,177572,0,3242,2428,37736,0,1418,1061,15551,0,53740,40191,601890,0
2021-12-18,69705,40885,533702,0,35137,20610,264424,0,7529,4417,58776,0,6970,4092,57491,0,6664,3904,49726,0,10404,6100,79443,0,2085,1225,16882,0,912,535,6957,0,34567,20274,269278,0
2021-12-19,6061,1882,30300,0,3055,948,15012,0,654,203,3336,0,606,188,3263,0,579,179,2823,0,904,280,4510,0,181,56,958,0,79,24,395,0,3005,933,15287,0
2021-12-20,122344,53787,852992,0,61672,27114,422617,0,13215,5810,93939,0,12234,5383,91885,0,11698,5136,79476,0,18261,8025,126971,0,3661,1611,26982,0,1601,704,11119,0,60671,26672,430375,0
2021-12-21,75394,38403,697456,0,38005,19359,345556,0,8143,4148,76810,0,7539,3843,75131,0,7208,3667,64984,0,11253,5729,103819,0,2256,1150,22062,0,987,502,9092,0,37388,19043,351900,0
2021-12-22,91353,39382,625445,0,46049,19852,309878,0,9867,4254,68880,0,9135,3941,67373,0,8734,3761,58274,0,13635,5876,93099,0,2733,1180,19784,0,1195,515,8153,0,45303,19529,315567,0
2021-12-23,80828,34772,601081,0,40744,17528,297807,0,8730,3756,66196,0,8082,3480,64749,0,7728,3320,56004,0,12064,5188,89473,0,2418,1041,19014,0,1058,455,7835,0,40083,17243,303274,0
2021-12-24,79574,43733,801785,0,40112,22046,397246,0,8595,4724,88300,0,7957,4377,86369,0,7608,4176,74705,0,11877,6525,119348,0,2381,1310,25362,0,1041,572,10452,0,39461,21686,404539,0
2021-12-25,10282,5099,60675,0,5183,2570,30061,0,1110,550,6682,0,1028,510,6536,0,983,486,5653,0,1534,760,9031,0,307,152,1919,0,134,66,790,0,5098,2528,30613,0
2021-12-26,3530,1778,25749,0,1779,896,12757,0,381,192,2835,0,353,177,2773,0,337,169,2399,0,526,265,3832,0,105,53,814,0,46,23,335,0,1750,881,12991,0
2021-12-27,76487,65053,764241,0,38556,32793,378645,0,8261,7028,84165,0,7648,6511,82325,0,7313,6212,71207,0,11416,9706,113760,0,2288,1949,24175,0,1001,851,9962,0,37930,32259,385596,0
2021-12-28,46404,43947,620949,1,23391,22153,307650,0,5012,4747,68385,0,4640,4398,66889,0,4437,4197,57856,0,6926,6557,92430,0,1388,1316,19642,0,607,575,8094,0,23012,21793,313298,0
2021-12-29,49583,46771,539721,0,24994,23577,267406,0,5355,5052,59439,0,4958,4681,58139,0,4740,4466,50287,0,7400,6978,80339,0,1483,1401,17073,0,649,612,7035,0,24588,23193,272315,0
2021-12-30,47485,46430,548605,1,23936,23405,271807,0,5129,5016,60417,0,4748,4647,59096,0,4540,4434,51115,0,7087,6927,81662,0,1420,1391,17354,0,621,607,7151,0,23548,23024,276797,0
2021-12-31,54158,58599,738156,1,27300,29540,365721,0,5849,6330,81293,0,5415,5865,79515,0,5178,5596,68776,0,8083,8743,109877,0,1620,1755,23350,0,709,767,9622,0,26857,29058,372435,0
2022-01-01,4280,4973,34624,1,2157,2506,17154,0,462,537,3813,0,428,497,3729,0,409,474,3226,0,638,742,5153,0,128,149,1095,0,56,65,451,0,2122,2466,17469,0
2022-01-02,2118,2469,17716,0,1067,1244,8777,0,228,266,1951,0,211,247,1908,0,202,235,1650,0,316,368,2637,0,63,73,560,0,27,32,230,0,1050,1224,8938,0
2022-01-03,40667,79616,490277,2,20499,40134,242908,0,4392,8601,53994,0,4066,7969,52813,0,3888,7603,45680,0,6070,11879,72979,0,1216,2385,15508,0,532,1042,6391,0,20167,39481,247368,1
2022-01-04,26943,55439,367115,0,13581,27947,181888,0,2910,5989,40430,0,2694,5549,39546,0,2576,5294,34205,0,4021,8271,54646,0,806,1661,11612,0,352,725,4785,0,13361,27491,185227,0
2022-01-05,21140,76038,335020,0,10656,38331,165986,0,2283,8214,36895,0,2114,7610,36088,0,2021,7261,31215,0,3155,11345,49869,0,632,2278,10597,0,276,995,4367,0,10483,37706,169033,0
2022-01-06,19885,85499,383407,0,10023,43100,189959,0,2147,9236,42224,0,1988,8557,41301,0,1901,8165,35723,0,2968,12756,57071,0,595,2561,12128,0,260,1119,4998,0,9861,42398,193447,0
2022-01-07,26277,107685,600023,0,13245,54284,297282,0,2838,11633,66080,0,2627,10778,64635,0,2512,10284,55906,0,3922,16067,89315,0,786,3226,18980,0,344,1409,7822,0,13031,53400,302740,0
2022-01-08,16337,70848,347815,0,8235,35714,172325,0,1764,7654,38304,0,1633,7091,37467,0,1562,6766,32407,0,2438,10570,51773,0,488,2122,11002,0,213,927,4534,0,8101,35133,175489,0
2022-01-09,1108,4762,16300,0,558,2400,8075,0,119,514,1795,0,110,476,1755,0,105,454,1518,0,165,710,2426,0,33,142,515,0,14,62,212,0,549,2361,8224,0
2022-01-10,24995,109796,444329,0,12599,55348,220143,0,2699,11861,48933,0,2499,10989,47863,0,2389,10485,41399,0,3730,16382,66140,0,747,3289,14055,0,327,1437,5792,0,12395,54447,224185,0
2022-01-11,20318,73511,344176,1,10242,37057,170522,0,2194,7941,37904,0,2031,7357,37075,0,1942,7020,32068,0,3032,10968,51231,0,608,2202,10887,0,265,962,4486,0,10075,36453,173653,0
